Customer,How satisfied were you with your overall delivery experience at Ali?                    1-5 where 1 = extremely dissatisfied and 5 = extremely satisfied,How satisfied were you with the quality of the food at Alis?                             1-5 where 1 = extremely dissatisfied and 5 = extremely satisfied,How satisfied were you with the speed of delivery at Alis?                                1-5 where 1 = extremely dissatisfied and 5 = extremely satisfied,Was your order accurate? Please respond yes or no.
3436,4,2,,Yes
3437,3,3,,Yes
3438,5,,,No
3439,3,,,Yes
3440,1,,,Yes
3441,5,3,4,Yes
3442,3,4,3,Yes
3443,4,5,2,No
3444,5,3,4,Yes
3445,2,5,1,Yes
3446,5,2,5,Yes
3447,1,4,3,Yes
3448,3,3,2,No
3449,5,1,3,Yes
3450,3,5,3,Yes
3451,5,3,4,Yes
3452,2,2,5,Yes
3453,4,5,3,Yes
3454,3,4,2,Yes
3455,1,5,1,No
3456,5,4,5,Yes
3457,2,2,4,Yes
3458,4,5,4,Yes
3459,5,1,5,Yes
3460,2,4,4,Yes
3461,5,5,1,Yes
3462,3,3,3,Yes
3463,1,5,5,Yes
3464,5,4,4,No
3465,3,3,2,Yes
3466,2,3,4,No
3467,2,2,3,Yes
3468,4,5,4,Yes
3469,4,1,2,No
3470,3,4,5,Yes
3471,5,5,4,Yes
3472,3,3,4,Yes
3473,1,2,5,Yes
3474,5,5,1,No
3475,5,1,2,Yes
3476,2,3,3,Yes
3477,1,5,4,Yes
3478,5,4,3,No
3479,2,2,4,Yes
3480,3,3,2,Yes
3481,5,5,5,Yes
3482,3,3,3,Yes
3483,4,4,4,No
3484,5,5,5,Yes
3485,2,2,2,Yes
3486,5,5,5,Yes
3487,1,1,1,Yes
3488,3,3,3,No
3489,5,5,5,Yes
3490,3,3,3,Yes
3491,5,5,5,Yes
3492,2,2,2,Yes
3493,4,4,4,Yes
3494,3,3,3,Yes
3495,1,1,1,No
3496,5,5,5,Yes
3497,2,2,2,Yes
3498,4,4,4,Yes
3499,5,5,5,Yes
3500,2,2,2,Yes
3501,5,5,5,Yes
3502,3,3,3,Yes
3503,1,1,1,Yes
3504,5,5,5,No
3505,3,3,3,Yes
3506,2,2,2,No
3507,2,2,2,Yes
3508,4,4,4,Yes
3509,4,4,4,No
3510,3,3,3,Yes
3511,5,5,5,Yes
3512,3,3,3,Yes
3513,1,1,1,Yes
3514,5,5,5,No
3515,5,5,5,Yes
3516,2,2,2,Yes
3517,1,1,1,Yes
3518,5,5,5,No
3519,2,2,2,Yes
3520,3,3,3,Yes
3521,5,5,5,Yes
3522,3,3,3,Yes
3523,4,4,4,No
3524,5,5,5,Yes
3525,2,2,2,Yes
3526,5,5,5,Yes
3527,1,1,1,Yes
3528,3,3,3,No
3529,5,5,5,Yes
3530,3,3,3,Yes
3531,5,5,5,Yes
3532,2,2,2,Yes
3533,4,4,4,Yes
3534,3,3,3,Yes
3535,1,1,1,No
3536,5,5,5,Yes
3537,2,2,2,
3538,4,4,4,
3539,5,5,5,
3540,2,2,2,
3541,5,5,5,
3542,3,3,3,
3543,1,1,1,
3544,5,5,5,
3545,3,3,3,
3546,2,2,2,
3547,2,2,2,
3548,4,4,4,
3549,4,4,4,
3550,3,3,3,
3551,5,5,5,
3552,3,3,3,
3553,1,1,1,
3554,5,5,5,
3555,5,5,5,
3556,2,2,2,
3557,1,1,1,
3558,5,5,5,
3559,2,2,2,
3560,3,3,3,
3561,5,5,5,
3562,3,3,3,
3563,4,4,4,
3564,5,5,5,
3565,2,2,2,Yes
3566,5,5,5,Yes
3567,1,1,1,Yes
3568,3,3,3,Yes
3569,5,5,5,Yes
3570,3,3,3,Yes
3571,5,5,5,Yes
3572,2,2,2,No
3573,4,4,4,Yes
3574,3,3,3,No
3575,1,1,1,Yes
3576,5,5,5,Yes
3577,2,2,2,No
3578,4,4,4,Yes
3579,5,5,5,Yes
3580,2,2,2,Yes
3581,5,5,5,Yes
3582,3,3,3,No
3583,1,1,1,Yes
3584,5,5,5,Yes
3585,3,3,3,Yes
3586,2,2,2,No
3587,2,2,2,Yes
3588,4,4,4,Yes
3589,4,4,4,Yes
3590,3,3,3,Yes
3591,5,5,5,No
3592,3,3,3,Yes
3593,1,1,1,Yes
3594,5,5,5,Yes
3595,5,5,5,Yes
3596,2,2,2,No
3597,1,1,1,Yes
3598,5,5,5,Yes
3599,2,2,2,Yes
3600,3,3,3,Yes
3601,5,5,5,Yes
3602,3,3,3,Yes
3603,4,4,4,No
3604,5,5,5,Yes
3605,2,2,2,Yes
3606,5,5,5,Yes
3607,1,1,1,Yes
3608,3,3,3,Yes
3609,5,5,5,Yes
3610,3,3,3,Yes
3611,5,5,5,Yes
3612,2,2,2,No
3613,4,4,4,Yes
3614,3,3,3,No
3615,1,1,1,Yes
3616,5,5,5,Yes
3617,2,2,2,No
3618,4,4,4,Yes
3619,5,5,5,Yes
3620,2,2,2,Yes
3621,5,5,5,Yes
3622,3,3,3,No
3623,1,1,1,Yes
3624,5,5,5,Yes
3625,3,3,3,Yes
3626,2,2,2,No
3627,2,2,2,Yes
3628,4,4,4,Yes
3629,4,4,4,Yes
3630,3,3,3,Yes
3631,5,5,5,No
3632,3,3,3,Yes
3633,1,1,1,Yes
3634,5,5,5,Yes
3635,5,5,5,Yes
3636,2,2,2,No
3637,1,1,1,Yes
3638,5,5,5,Yes
3639,2,2,2,Yes
3640,3,3,3,Yes
3641,5,5,5,Yes
3642,3,3,3,Yes
3643,4,4,4,No
3644,5,5,5,Yes
3645,2,2,2,Yes
3646,5,5,5,Yes
3647,1,1,1,Yes
3648,3,3,3,Yes
3649,5,5,5,Yes
3650,3,3,3,Yes
3651,5,5,5,Yes
3652,2,2,2,No
3653,4,4,4,Yes
3654,3,3,3,No
3655,1,1,1,Yes
3656,5,5,5,Yes
3657,2,2,2,No
3658,4,4,4,Yes
3659,5,5,5,Yes
3660,2,2,2,Yes
3661,5,5,5,Yes
3662,3,3,3,No
3663,1,1,1,Yes
3664,5,5,5,Yes
3665,3,3,3,Yes
3666,2,2,2,No
3667,2,2,2,Yes
3668,4,4,4,Yes
3669,4,4,4,Yes
3670,3,3,3,Yes
3671,5,5,5,No
3672,3,3,3,Yes
3673,1,1,1,Yes
3674,5,5,5,Yes
3675,5,5,5,Yes
3676,2,2,2,No
3677,1,1,1,Yes
3678,5,5,5,Yes
3679,2,2,2,Yes
3680,3,3,3,Yes
3681,5,5,5,Yes
3682,3,3,3,Yes
3683,4,4,4,No
3684,5,5,5,Yes
3685,2,2,2,Yes
3686,5,5,5,Yes
3687,1,1,1,Yes
3688,3,3,3,Yes
3689,5,5,5,Yes
3690,3,3,3,Yes
3691,5,5,5,Yes
3692,2,2,2,No
3693,4,4,4,Yes
3694,3,3,3,No
3695,1,1,1,Yes
3696,5,5,5,Yes
3697,2,2,2,No
3698,4,4,4,Yes
3699,5,5,5,Yes
3700,2,2,2,Yes
3701,5,5,5,Yes
3702,3,3,3,No
3703,1,1,1,Yes
3704,5,5,5,Yes
3705,3,3,3,Yes
3706,2,2,2,No
3707,2,2,2,Yes
3708,4,4,4,Yes
3709,4,4,4,Yes
3710,3,3,3,Yes
3711,5,5,5,No
3712,3,3,3,Yes
3713,1,1,1,Yes
3714,5,5,5,Yes
3715,5,5,5,Yes
3716,2,2,2,No
3717,1,1,1,Yes
3718,5,5,5,Yes
3719,2,2,2,Yes
3720,3,3,3,Yes
3721,5,5,5,Yes
3722,3,3,3,Yes
3723,4,4,4,No
3724,5,5,5,Yes
3725,2,2,2,Yes
3726,5,5,5,Yes
3727,1,1,1,Yes
3728,3,3,3,Yes
3729,5,5,5,Yes
3730,3,3,3,Yes
3731,5,5,5,Yes
3732,2,2,2,No
3733,4,4,4,Yes
3734,3,3,3,No
3735,1,1,1,Yes
3736,5,5,5,Yes
3737,2,2,2,No
3738,4,4,4,Yes
3739,5,5,5,Yes
3740,2,2,2,Yes
3741,5,5,5,Yes
3742,3,3,3,No
3743,1,1,1,Yes
3744,5,5,5,Yes
3745,3,3,3,Yes
3746,2,2,2,No
3747,2,2,2,Yes
3748,4,4,4,Yes
3749,4,4,4,Yes
3750,3,3,3,Yes
3751,5,5,5,No
3752,3,3,3,Yes
3753,1,1,1,Yes
3754,5,5,5,Yes
3755,5,5,5,Yes
3756,2,2,2,No
3757,1,1,1,Yes
3758,5,5,5,Yes
3759,2,2,2,Yes
3760,3,3,3,Yes
3761,,5,5,Yes
3762,,3,3,Yes
3763,,4,4,No
3764,,5,5,Yes
3765,,2,2,Yes
3766,,5,5,Yes
3767,,1,1,Yes
3768,,3,3,Yes
3769,,5,5,Yes
3770,,3,3,Yes
3771,,5,5,Yes
3772,,2,2,No
3773,,4,4,Yes
3774,,3,3,No
3775,,1,1,Yes
3776,,5,5,Yes
3777,,2,2,No
3778,,4,4,Yes
3779,,5,5,Yes
3780,,2,2,Yes
3781,,5,5,Yes
3782,,3,3,No
3783,,1,1,Yes
3784,5,5,5,Yes
3785,3,3,3,Yes
3786,4,2,2,No
3787,5,2,2,Yes
3788,2,4,4,Yes
3789,5,4,4,Yes
3790,1,3,3,Yes
3791,3,5,5,No
3792,5,3,3,Yes
3793,3,1,1,Yes
3794,5,5,5,Yes
3795,2,5,5,Yes
3796,4,2,2,No
3797,3,1,1,Yes
3798,1,5,5,Yes
3799,5,2,2,Yes
3800,2,3,3,Yes
3801,4,,,Yes
3802,5,5,5,Yes
3803,2,3,3,No
3804,5,4,4,Yes
3805,3,5,5,Yes
3806,1,2,2,Yes
3807,5,5,5,Yes
3808,3,1,1,Yes
3809,2,3,3,Yes
3810,2,5,5,Yes
3811,4,3,3,Yes
3812,4,5,5,No
3813,3,2,2,Yes
3814,5,4,4,No
3815,3,3,3,Yes
3816,1,1,1,Yes
3817,5,5,5,No
3818,5,2,2,Yes
3819,2,4,4,Yes
3820,1,5,5,Yes
3821,5,2,2,Yes
3822,2,5,5,No
3823,3,3,3,Yes
3824,5,1,1,Yes
3825,3,5,5,Yes
3826,4,3,3,No
3827,5,2,2,Yes
3828,2,2,2,Yes
3829,5,4,4,Yes
3830,1,4,4,Yes
3831,3,3,3,No
3832,5,5,5,Yes
3833,3,3,3,Yes
3834,5,1,1,Yes
3835,2,5,5,Yes
3836,4,5,5,No
3837,3,2,2,Yes
3838,1,1,1,Yes
3839,5,5,5,Yes
3840,2,2,2,Yes
3841,4,3,3,Yes
3842,5,5,5,Yes
3843,2,3,3,No
3844,5,4,4,Yes
3845,3,5,5,Yes
3846,1,2,2,Yes
3847,5,5,5,Yes
3848,3,1,1,Yes
3849,2,3,3,Yes
3850,2,5,5,Yes
3851,4,3,3,Yes
3852,4,5,5,No
3853,3,2,2,Yes
3854,5,4,4,No
3855,3,3,3,Yes
3856,1,1,1,Yes
3857,5,5,5,No
3858,5,2,2,Yes
3859,2,4,4,Yes
3860,1,5,5,Yes
3861,5,2,2,Yes
3862,2,5,5,No
3863,3,3,3,Yes
3864,5,1,1,Yes
3865,3,5,5,Yes
3866,4,3,3,No
3867,5,2,2,Yes
3868,2,2,2,Yes
3869,5,4,4,Yes
3870,1,4,4,Yes
3871,3,3,3,No
3872,5,5,5,Yes
3873,3,3,3,Yes
3874,5,1,1,Yes
3875,2,5,5,Yes
3876,4,5,5,No
3877,3,2,2,Yes
3878,1,1,1,Yes
3879,5,5,5,Yes
3880,2,2,2,Yes
3881,4,3,3,Yes
3882,5,5,5,Yes
3883,2,3,3,No
3884,5,4,4,Yes
3885,3,5,5,Yes
3886,1,2,2,Yes
3887,5,5,5,Yes
3888,3,1,1,Yes
3889,2,3,3,Yes
3890,2,5,5,Yes
3891,4,3,3,Yes
3892,4,5,5,No
3893,3,2,2,Yes
3894,5,4,4,No
3895,3,3,3,Yes
3896,1,1,1,Yes
3897,5,5,5,No
3898,5,2,2,Yes
3899,2,4,4,Yes
3900,1,5,5,Yes
3901,5,2,2,Yes
3902,2,5,5,No
3903,3,3,3,Yes
3904,5,1,1,Yes
3905,3,5,5,Yes
3906,4,3,3,No
3907,5,2,2,Yes
3908,2,2,2,Yes
3909,5,4,4,Yes
3910,1,4,4,Yes
3911,3,3,3,No
3912,5,5,5,Yes
3913,3,3,3,Yes
3914,5,1,1,Yes
3915,2,5,5,Yes
3916,4,5,5,No
3917,3,2,2,Yes
3918,1,1,1,Yes
3919,5,5,5,Yes
3920,2,2,2,Yes
3921,4,3,3,Yes
3922,5,5,5,Yes
3923,2,3,3,No
3924,5,4,4,Yes
3925,3,5,5,Yes
3926,1,2,2,Yes
3927,5,5,5,Yes
3928,3,1,1,Yes
3929,2,3,3,Yes
3930,2,5,5,Yes
3931,4,3,3,Yes
3932,4,5,5,No
3933,3,2,2,Yes
3934,5,4,4,No
3935,3,3,3,Yes
3936,1,1,1,Yes
3937,5,5,5,No
3938,5,2,2,Yes
3939,2,4,4,Yes
3940,1,5,5,Yes
3941,5,2,2,Yes
3942,2,5,5,No
3943,3,3,3,Yes
3944,,1,1,Yes
3945,5,5,5,Yes
3946,3,3,3,No
3947,4,2,2,Yes
3948,5,2,2,Yes
3949,2,4,4,Yes
3950,5,4,4,Yes
3951,1,3,3,No
3952,3,5,5,Yes
3953,5,3,3,Yes
3954,3,1,1,Yes
3955,5,5,5,Yes
3956,2,5,5,No
3957,4,2,2,Yes
3958,3,1,1,Yes
3959,1,5,5,Yes
3960,5,2,2,Yes
3961,2,3,3,Yes
3962,4,,,Yes
3963,5,,,Yes
3964,2,,,Yes
3965,5,,,Yes
3966,3,,,No
3967,1,,,Yes
3968,5,,,No
3969,3,,,Yes
3970,2,,,Yes
3971,2,,,No
3972,4,,,Yes
3973,4,,,Yes
3974,3,,5,Yes
3975,5,,3,Yes
3976,3,5,4,No
3977,1,3,5,Yes
3978,5,4,2,Yes
3979,5,5,5,Yes
3980,2,2,1,No
3981,1,5,3,Yes
3982,5,1,5,Yes
3983,2,3,3,Yes
3984,3,5,5,Yes
3985,5,3,2,No
3986,3,5,4,Yes
3987,4,2,3,Yes
3988,5,4,1,Yes
3989,2,3,5,Yes
3990,5,1,2,No
3991,1,5,4,Yes
3992,3,2,5,Yes
3993,5,4,2,Yes
3994,3,5,5,Yes
3995,5,2,3,Yes
3996,2,5,1,Yes
3997,4,3,5,No
3998,3,1,3,Yes
3999,1,5,2,Yes
4000,5,3,2,Yes
4001,2,2,4,Yes
4002,4,2,4,Yes
4003,5,4,3,Yes
4004,2,4,5,Yes
4005,5,3,3,Yes
4006,3,5,1,No
4007,1,3,5,Yes
4008,5,1,5,No
4009,3,5,2,Yes
4010,2,5,1,Yes
4011,2,2,5,No
4012,4,1,2,Yes
4013,4,5,3,Yes
4014,3,2,5,Yes
4015,5,3,3,Yes
4016,3,5,4,No
4017,1,3,5,Yes
4018,5,4,2,Yes
4019,5,5,5,Yes
4020,2,2,1,No
4021,1,5,3,Yes
4022,5,1,5,Yes
4023,5,3,4,Yes
4024,3,4,3,Yes
4025,4,5,2,No
4026,5,3,4,Yes
4027,2,5,1,Yes
4028,5,2,5,Yes
4029,1,4,3,Yes
4030,3,3,2,No
4031,5,1,3,Yes
4032,3,5,3,Yes
4033,5,3,4,Yes
4034,2,2,5,Yes
4035,4,5,3,Yes
4036,3,4,2,Yes
4037,1,5,1,No
4038,5,4,5,Yes
4039,2,2,4,Yes
4040,4,5,4,Yes
4041,5,1,5,Yes
4042,2,4,4,Yes
4043,5,5,1,Yes
4044,3,3,3,Yes
4045,1,5,5,Yes
4046,5,4,4,No
4047,3,3,2,Yes
4048,2,3,4,No
4049,2,2,3,Yes
4050,4,5,4,Yes
4051,4,1,2,No
4052,3,4,5,Yes
4053,5,5,4,Yes
4054,3,3,4,Yes
4055,1,2,5,Yes
4056,5,5,1,No
4057,5,1,2,Yes
4058,2,3,3,Yes
4059,1,5,4,Yes
4060,5,4,3,No
4061,2,2,4,Yes
4062,3,3,2,Yes
4063,5,5,5,Yes
4064,3,3,3,Yes
4065,4,4,4,No
4066,5,5,5,Yes
4067,2,2,2,Yes
4068,5,5,5,Yes
4069,1,1,1,Yes
4070,3,3,3,No
4071,5,5,5,Yes
4072,3,3,3,Yes
4073,5,5,5,Yes
4074,2,2,2,Yes
4075,4,4,4,Yes
4076,3,3,3,Yes
4077,1,1,1,No
4078,5,3,4,Yes
4079,3,4,3,Yes
4080,4,5,2,Yes
4081,5,3,4,Yes
4082,2,5,1,Yes
4083,5,2,5,Yes
4084,1,4,3,Yes
4085,3,3,2,Yes
4086,5,1,3,No
4087,3,5,3,Yes
4088,5,3,4,No
4089,2,2,5,Yes
4090,4,5,3,Yes
4091,3,4,2,No
4092,1,5,1,Yes
4093,5,4,5,Yes
4094,2,2,4,Yes
4095,4,5,4,Yes
4096,5,1,5,No
4097,2,4,4,Yes
4098,5,5,1,Yes
4099,3,3,3,Yes
4100,1,5,5,No
4101,5,4,4,Yes
4102,3,3,2,Yes
4103,2,3,4,Yes
4104,2,2,3,Yes
4105,4,5,4,No
4106,4,1,2,Yes
4107,3,4,5,Yes
4108,5,5,4,Yes
4109,3,3,4,Yes
4110,1,2,5,No
4111,5,5,1,Yes
4112,5,1,2,Yes
4113,2,3,3,Yes
4114,1,5,4,Yes
4115,5,4,3,Yes
4116,2,2,4,Yes
4117,3,3,2,No
4118,5,5,5,Yes
4119,3,3,3,Yes
4120,4,4,4,Yes
4121,5,5,5,Yes
4122,2,2,2,Yes
4123,5,5,5,Yes
4124,1,1,1,Yes
4125,3,3,3,Yes
4126,5,5,5,No
4127,3,3,3,Yes
4128,5,5,5,No
4129,2,2,2,Yes
4130,4,4,4,Yes
4131,3,3,3,No
4132,1,1,1,Yes
4133,5,5,5,Yes
4134,2,2,2,Yes
4135,4,4,4,Yes
4136,5,5,5,No
4137,2,2,2,Yes
4138,5,5,5,Yes
4139,3,3,3,Yes
4140,1,1,1,No
4141,5,5,5,Yes
4142,3,3,3,Yes
4143,2,2,2,Yes
4144,2,2,2,Yes
4145,4,4,4,No
4146,4,4,4,Yes
4147,3,3,3,Yes
4148,5,5,5,Yes
4149,3,3,3,Yes
4150,1,1,1,No
4151,5,5,5,Yes
4152,5,5,5,Yes
4153,2,2,2,Yes
4154,1,1,1,Yes
4155,5,5,5,Yes
4156,2,2,2,Yes
4157,3,3,3,No
4158,5,5,5,Yes
4159,3,3,3,Yes
4160,5,3,4,Yes
4161,3,4,3,Yes
4162,4,5,2,Yes
4163,5,3,4,Yes
4164,2,5,1,Yes
4165,5,2,5,Yes
4166,1,4,3,No
4167,3,3,2,Yes
4168,5,1,3,No
4169,3,5,3,Yes
4170,5,3,4,Yes
4171,2,2,5,No
4172,4,5,3,Yes
4173,3,4,2,Yes
4174,1,5,1,Yes
4175,5,4,5,Yes
4176,2,2,4,No
4177,4,5,4,Yes
4178,5,1,5,Yes
4179,2,4,4,Yes
4180,5,5,1,No
4181,3,3,3,Yes
4182,1,5,5,Yes
4183,5,4,4,Yes
4184,3,3,2,Yes
4185,2,3,4,No
4186,2,2,3,Yes
4187,4,5,4,Yes
4188,4,1,2,Yes
4189,3,4,5,Yes
4190,5,5,4,No
4191,3,3,4,Yes
4192,1,2,5,Yes
4193,5,5,1,Yes
4194,5,1,2,Yes
4195,2,3,3,Yes
4196,1,5,4,Yes
4197,5,4,3,No
4198,2,2,4,Yes
4199,3,3,2,Yes
4200,5,5,5,Yes
4201,3,3,3,Yes
4202,4,4,4,Yes
4203,5,5,5,Yes
4204,2,2,2,Yes
4205,5,5,5,Yes
4206,1,1,1,No
4207,3,3,3,Yes
4208,5,5,5,No
4209,3,3,3,Yes
4210,5,5,5,Yes
4211,2,2,2,No
4212,4,4,4,Yes
4213,3,3,3,Yes
4214,1,1,1,Yes
4215,5,5,5,Yes
4216,2,2,2,No
4217,4,4,4,Yes
4218,5,5,5,Yes
4219,2,2,2,Yes
4220,5,5,5,No
4221,3,3,3,Yes
4222,1,1,1,Yes
4223,5,5,5,Yes
4224,3,3,3,Yes
4225,2,2,2,No
4226,2,2,2,Yes
4227,4,4,4,Yes
4228,4,4,4,Yes
4229,3,3,3,Yes
4230,5,5,5,No
4231,3,3,3,Yes
4232,1,1,1,Yes
4233,5,5,5,Yes
4234,5,5,5,Yes
4235,2,2,2,Yes
4236,1,1,1,Yes
4237,5,5,5,No
4238,2,2,2,Yes
4239,3,3,3,Yes
4240,5,5,5,Yes
4241,3,3,3,Yes
4242,4,4,4,Yes
4243,5,5,5,Yes
4244,2,2,2,Yes
4245,5,5,5,Yes
4246,1,1,1,No
4247,3,3,3,Yes
4248,5,5,5,No
4249,3,3,3,Yes
4250,5,5,5,Yes
4251,2,2,2,No
4252,4,4,4,Yes
4253,3,3,3,Yes
4254,1,1,1,Yes
4255,5,5,5,Yes
4256,2,2,2,No
4257,4,4,4,Yes
4258,5,5,5,Yes
4259,2,2,2,Yes
4260,5,5,5,No
4261,3,3,3,Yes
4262,1,1,1,Yes
4263,5,5,5,Yes
4264,3,3,3,Yes
4265,2,2,2,No
4266,2,2,2,Yes
4267,4,4,4,Yes
4268,4,4,4,Yes
4269,3,3,3,Yes
4270,5,5,5,No
4271,3,3,3,Yes
4272,1,1,1,Yes
4273,5,5,5,Yes
4274,5,5,5,Yes
4275,2,2,2,Yes
4276,1,1,1,Yes
4277,5,5,5,No
4278,2,2,2,Yes
4279,3,3,3,Yes
4280,5,5,5,Yes
4281,3,3,3,Yes
4282,4,4,4,Yes
4283,5,5,5,Yes
4284,2,2,2,Yes
4285,5,5,5,Yes
4286,1,1,1,No
4287,3,3,3,Yes
4288,5,5,5,No
4289,3,3,3,Yes
4290,5,5,5,Yes
4291,2,2,2,No
4292,4,4,4,Yes
4293,3,3,3,Yes
4294,1,1,1,Yes
4295,5,5,5,Yes
4296,2,2,2,No
4297,4,4,4,Yes
4298,5,5,5,Yes
4299,2,2,2,Yes
4300,5,5,5,No
4301,3,3,3,Yes
4302,1,1,1,Yes
4303,5,5,5,Yes
4304,3,3,3,Yes
4305,2,2,2,No
4306,2,2,2,Yes
4307,4,4,4,Yes
4308,4,4,4,Yes
4309,3,3,3,Yes
4310,5,5,5,No
4311,3,3,3,Yes
4312,1,1,1,Yes
4313,5,5,5,Yes
4314,5,5,5,Yes
4315,2,2,2,Yes
4316,1,1,1,Yes
4317,5,5,5,No
4318,2,2,2,Yes
4319,3,3,3,Yes
4320,5,5,5,Yes
4321,3,3,3,Yes
4322,4,4,4,Yes
4323,5,5,5,Yes
4324,2,2,2,Yes
4325,5,5,5,Yes
4326,1,1,1,No
4327,3,3,3,Yes
4328,5,5,5,No
4329,3,3,3,Yes
4330,5,5,5,Yes
4331,2,2,2,No
4332,4,4,4,Yes
4333,3,3,3,Yes
4334,1,1,1,Yes
4335,5,5,5,Yes
4336,2,2,2,No
4337,4,4,4,Yes
4338,5,5,5,Yes
4339,2,2,2,Yes
4340,5,5,5,No
4341,3,3,3,Yes
4342,1,1,1,Yes
4343,5,5,5,Yes
4344,3,3,3,Yes
4345,2,2,2,No
4346,2,2,2,Yes
4347,4,4,4,Yes
4348,4,4,4,Yes
4349,3,3,3,Yes
4350,5,5,5,No
4351,3,3,3,Yes
4352,1,1,1,Yes
4353,5,5,5,Yes
4354,5,5,5,Yes
4355,2,2,2,Yes
4356,1,1,1,Yes
4357,5,5,5,No
4358,2,2,2,Yes
4359,3,3,3,No
4360,5,5,5,Yes
4361,3,3,3,No
4362,4,4,4,Yes
4363,5,5,5,Yes
4364,2,2,2,No
4365,5,5,5,Yes
4366,1,1,1,Yes
4367,3,3,3,Yes
4368,5,5,5,Yes
4369,3,3,3,No
4370,5,5,5,Yes
4371,2,2,2,Yes
4372,4,4,4,Yes
4373,3,3,3,No
4374,1,1,1,Yes
4375,5,5,5,Yes
4376,2,2,2,Yes
4377,4,4,4,Yes
4378,5,5,5,No
4379,2,2,2,Yes
4380,5,5,5,Yes
4381,3,3,3,Yes
4382,1,1,1,Yes
4383,5,5,5,No
4384,3,3,3,Yes
4385,2,2,2,Yes
4386,2,2,2,Yes
4387,4,4,4,Yes
4388,4,4,4,Yes
4389,3,3,3,Yes
4390,5,5,5,No
4391,3,3,3,Yes
4392,1,1,1,Yes
4393,5,5,5,Yes
4394,5,5,5,Yes
4395,2,2,2,Yes
4396,1,1,1,Yes
4397,5,5,5,Yes
4398,2,2,2,Yes
4399,3,3,3,No
4400,5,5,5,Yes
4401,3,3,3,No
4402,4,4,4,Yes
4403,5,5,5,Yes
4404,2,2,2,No
4405,5,5,5,Yes
4406,1,1,1,Yes
4407,3,3,3,Yes
4408,5,5,5,Yes
4409,3,3,3,No
4410,5,5,5,Yes
4411,2,2,2,Yes
4412,4,4,4,Yes
4413,3,3,3,No
4414,1,1,1,Yes
4415,5,5,5,Yes
4416,2,2,2,Yes
4417,4,4,4,Yes
4418,5,5,5,No
4419,2,2,2,Yes
4420,5,5,5,Yes
4421,3,3,3,Yes
4422,1,1,1,Yes
4423,5,5,5,No
4424,3,3,3,Yes
4425,2,2,2,Yes
4426,2,2,2,Yes
4427,4,4,4,Yes
4428,4,4,4,Yes
4429,3,3,3,Yes
4430,5,5,5,No
4431,3,3,3,Yes
4432,1,1,1,Yes
4433,5,5,5,Yes
4434,5,5,5,Yes
4435,2,2,2,Yes
4436,1,1,1,Yes
4437,5,5,5,Yes
4438,2,2,2,Yes
4439,3,3,3,No
4440,5,5,5,Yes
4441,3,3,3,No
4442,4,4,4,Yes
4443,5,5,5,Yes
4444,2,2,2,No
4445,5,5,5,Yes
4446,1,1,1,Yes
4447,3,3,3,Yes
4448,5,5,5,Yes
4449,3,3,3,No
4450,5,5,5,Yes
4451,2,2,2,Yes
4452,4,4,4,Yes
4453,3,3,3,No
4454,1,1,1,Yes
4455,5,5,5,Yes
4456,2,2,2,Yes
4457,4,4,4,Yes
4458,5,5,5,No
4459,2,2,2,Yes
4460,5,5,5,Yes
4461,3,3,3,Yes
4462,1,1,1,Yes
4463,5,5,5,No
4464,3,3,3,Yes
4465,2,2,2,Yes
4466,2,2,2,Yes
4467,4,4,4,Yes
4468,4,4,4,Yes
4469,3,3,3,Yes
4470,5,5,5,No
4471,3,3,3,Yes
4472,1,1,1,Yes
4473,5,5,5,Yes
4474,5,5,5,Yes
4475,2,2,2,Yes
4476,1,1,1,Yes
4477,5,5,5,Yes
4478,2,2,2,Yes
4479,3,3,3,No
4480,,5,5,Yes
4481,,3,3,No
4482,,4,4,Yes
4483,,5,5,Yes
4484,,2,2,No
4485,,5,5,Yes
4486,,1,1,Yes
4487,,3,3,Yes
4488,,5,5,Yes
4489,,3,3,No
4490,,5,5,Yes
4491,,2,2,Yes
4492,,4,4,Yes
4493,,3,3,No
4494,,1,1,Yes
4495,,5,5,Yes
4496,,2,2,Yes
4497,,4,4,Yes
4498,,5,5,No
4499,,2,2,Yes
4500,,5,5,Yes
4501,,3,3,Yes
4502,,1,1,Yes
4503,5,5,5,No
4504,3,3,3,Yes
4505,4,2,2,Yes
4506,5,2,2,Yes
4507,2,4,4,Yes
4508,5,4,4,Yes
4509,1,3,3,Yes
4510,3,5,5,No
4511,5,3,3,Yes
4512,3,1,1,Yes
4513,5,5,5,Yes
4514,2,5,5,Yes
4515,4,2,2,Yes
4516,3,1,1,Yes
4517,1,5,5,Yes
4518,5,2,2,Yes
4519,2,3,3,No
4520,4,,,Yes
4521,5,5,5,No
4522,2,3,3,Yes
4523,5,4,4,Yes
4524,3,5,5,No
4525,1,2,2,Yes
4526,5,5,5,Yes
4527,3,1,1,Yes
4528,2,3,3,Yes
4529,2,5,5,No
4530,4,3,3,Yes
4531,4,5,5,Yes
4532,3,2,2,Yes
4533,5,4,4,No
4534,3,3,3,Yes
4535,1,1,1,Yes
4536,5,5,5,Yes
4537,5,2,2,Yes
4538,2,4,4,No
4539,1,5,5,Yes
4540,5,2,2,Yes
4541,2,5,5,Yes
4542,3,3,3,Yes
4543,5,1,1,No
4544,3,5,5,Yes
